submission_date,state,conf_cases,new_case,conf_death,new_death
07/14/2020,MD,,733,3314,6
12/19/2020,VA,259635,3584,4184,45
02/21/2022,SC,1147962,994,,3
12/22/2021,VT,,620,,3
04/11/2022,RI,,171,,2
05/22/2021,DC,,29,,0
03/07/2022,MT,211446,161,3208,4
09/02/2020,VA,117141,927,2508,29
03/29/2021,OR,164164,212,2375,0
03/09/2021,DC,,331,,1
01/31/2021,OR,140696,0,1942,0
06/01/2022,NV,684257,3496,,1
09/06/2020,NH,,23,,1
12/02/2021,CT,385627,1627,7300,0
06/14/2021,LA,,186,9655,7
02/22/2022,WI,1377596,947,11760,22
02/18/2022,MD,,865,13741,15
01/20/2022,MI,1847506,18145,29072,98
10/10/2022,CT,804226,278,9277,0
08/19/2022,NV,773374,431,,2
07/10/2020,NJ,,394,13532,31
12/13/2020,NC,409222,5417,6229,80
10/21/2020,NC,241093,2070,4315,33
06/12/2020,MN,,479,1274,25
10/18/2022,NH,,116,,2
10/11/2022,WI,1652232,1041,13550,13
01/23/2022,MN,,0,10469,0
06/26/2021,CT,319506,46,6805,0
09/01/2022,ME,204242,272,2221,0
11/15/2020,MN,,7553,2861,31
11/16/2020,NH,,358,,1
05/18/2021,RI,,99,,2
11/19/2020,OR,59153,1204,793,20
01/06/2022,RI,,6357,,5
05/23/2020,ME,1842,42,77,2
04/22/2022,AZ,1785018,0,25947,0
05/29/2020,MO,,210,,9
08/21/2022,DC,,0,,0
12/04/2021,VI,,0,,0
04/28/2021,ID,150051,255,1783,5
02/09/2020,LA,,0,,0
07/19/2021,AZ,838718,1034,16135,0
10/07/2021,CA,4529563,8440,69351,167
04/01/2020,OR,,46,,0
07/17/2020,NE,,227,,0
12/04/2021,MD,,1866,11032,15
12/19/2020,MT,76619,627,864,10
03/23/2021,IL,1224915,1832,21116,12
01/02/2022,DE,170376,3376,2199,9
06/17/2022,NH,,192,,2
07/27/2022,RI,,269,,2
09/10/2022,IL,3716318,0,34811,0
10/28/2021,AZ,1057489,2795,18670,-11
09/17/2021,NE,258390,603,2373,2
05/04/2020,MO,,210,,11
03/05/2021,WI,566158,721,6477,12
10/01/2020,VA,140990,450,3015,20
12/05/2020,KY,167232,3938,3102,69
06/03/2022,MI,2213586,0,33461,0
05/07/2021,IL,1351497,3321,22171,41
08/18/2020,WY,2850,32,34,1
10/14/2021,FSM,3,0,0,0
05/01/2021,FSM,0,0,0,0
05/08/2020,WI,9590,375,384,10
01/18/2022,VI,,141,,3
01/06/2022,NV,504729,2679,,18
01/12/2022,NV,536257,6270,,23
07/16/2022,CT,754041,830,9062,0
04/04/2021,MO,,267,,4
01/29/2021,KY,283718,2720,5507,26
02/14/2021,AZ,744263,1950,13250,30
09/06/2021,NC,1071066,5189,13658,65
07/16/2021,MI,900780,367,19869,6
06/20/2020,IL,136104,634,6625,45
03/09/2022,DC,,0,,0
03/06/2020,MN,,1,,0
05/07/2021,MN,,1450,6821,12
06/22/2021,FSM,0,0,0,0
08/22/2022,FSM,7242,0,21,0
11/15/2020,FSM,0,0,0,0
02/26/2020,MO,,0,,0
11/27/2021,DC,,0,,0
07/02/2022,MI,2263417,0,33869,0
12/28/2020,VI,,16,,0
08/22/2020,MI,177074,885,6431,6
10/06/2021,CT,356081,377,7086,1
10/14/2022,NH,,248,,0
09/13/2020,ME,4403,32,135,0
07/28/2021,NC,884841,3203,12181,10
06/30/2021,WI,612801,91,7308,2
02/26/2021,CT,261052,787,6254,8
10/14/2020,DE,21329,69,606,2
02/14/2020,LA,,0,,0
07/29/2021,LA,,4414,9899,20
07/04/2022,VI,,0,,0
10/28/2020,NJ,,2091,14531,18
09/22/2021,FSM,3,0,0,0
11/12/2020,IL,536542,12702,10477,48
12/28/2020,VA,284344,2599,4288,7
09/23/2020,WY,4368,153,50,1
03/20/2022,VI,,0,,0
07/12/2022,NH,,203,,0
01/30/2020,CA,0,0,,0
06/02/2022,DE,252370,434,2670,0
07/15/2021,VI,,15,,0
07/04/2022,AZ,1870923,0,26526,0
06/27/2022,OR,805978,3821,7791,8
06/07/2020,DC,,63,,6
04/09/2022,MO,,0,,0
09/14/2021,CT,346229,1050,6950,22
08/25/2022,CT,780674,925,9145,0
03/02/2020,NE,,0,,0
10/16/2022,MT,237914,0,3566,0
03/11/2022,VI,,3,,0
04/20/2021,WI,591636,931,6718,6
06/12/2022,CA,9106031,0,,0
04/10/2020,SC,2897,251,,10
12/29/2020,LA,,3946,7034,61
02/23/2021,IL,1177320,1665,20330,22
09/27/2022,LA,,706,15207,8
08/05/2022,SC,1267085,2882,,2
06/19/2022,NE,347201,0,3468,0
10/22/2020,AZ,229700,995,5573,5
12/05/2021,NJ,1103202,3496,25630,5
02/08/2021,VT,,137,,2
08/29/2022,OR,876798,1389,8392,9
08/28/2021,NV,387492,933,,15
11/05/2020,OR,46119,790,695,5
06/11/2020,RI,,87,,11
06/29/2022,KY,963817,2212,14120,5
06/11/2021,NV,327140,262,,2
02/11/2022,NH,,1171,,6
04/10/2021,IL,1276830,3630,21489,15
01/16/2022,FSM,9,0,0,0
12/30/2020,NC,490197,8007,7258,83
01/12/2021,FSM,0,0,0,0
01/31/2021,MI,596849,1000,14878,55
12/23/2021,VI,,104,,0
04/19/2021,ME,43719,393,742,0
05/15/2020,NH,,82,,8
03/26/2020,NE,,2,,0
12/21/2020,DC,,139,,5
06/15/2020,VT,,1,,0
03/04/2021,NJ,712585,3193,21094,42
02/07/2021,MO,,577,,23
01/24/2020,MD,,0,0,0
02/14/2021,CA,3399878,8842,46457,471
02/28/2022,MI,2056751,2444,31817,28
05/07/2020,AZ,9945,238,450,24
09/13/2020,MN,,638,1922,3
02/11/2020,NC,,0,,0
09/03/2021,CT,341062,665,6911,0
09/05/2020,CA,727239,4956,13469,177
01/10/2021,WY,40013,113,489,0
05/31/2022,MD,,7813,14346,16
02/13/2022,MI,2032362,0,30899,0
05/16/2022,VI,,206,,0
04/30/2022,SC,1160727,589,,1
08/02/2021,NE,,441,,1
01/24/2022,DE,220026,1178,2400,9
09/02/2021,AZ,938420,3470,16822,26
03/19/2022,VI,,0,,0
11/22/2021,NH,,3121,,10
05/27/2022,WY,124529,0,1820,0
02/23/2021,FSM,0,0,0,0
09/13/2021,DE,114429,437,1796,5
01/20/2021,NJ,576720,5438,18543,152
06/02/2021,RI,,37,,0
03/17/2022,NH,,107,,3
01/07/2022,KY,653099,10414,11457,38
06/29/2022,ID,361246,1352,4049,6
02/17/2022,MN,,1815,11930,37
08/07/2020,MD,,801,3535,10
10/11/2022,LA,,415,15255,9
07/12/2021,KY,347475,190,7065,6
09/22/2020,LA,,752,5218,11
06/08/2022,NV,690370,1162,,12
03/25/2020,NH,,29,,0
05/20/2021,RI,,103,,0
09/10/2020,MN,,0,1884,0
07/16/2021,WI,614597,222,7372,11
10/08/2022,CA,10437463,0,,0
10/19/2021,CA,4592312,4081,70437,21
08/20/2020,MN,,825,1753,8
04/15/2021,MT,98747,192,1528,2
06/19/2022,SC,1199512,1742,,1
10/06/2020,ME,5023,44,141,0
07/15/2022,RI,,333,,0
01/17/2022,SC,965990,16721,,7
02/24/2021,VA,449000,1907,6712,149
11/16/2021,FSM,5,0,0,0
04/30/2021,MI,858290,2833,18007,68
01/28/2021,ME,31408,367,562,4
05/18/2020,FSM,0,0,0,0
05/24/2022,KY,931418,1376,13960,5
06/17/2022,MI,2242134,0,33676,0
05/28/2022,CT,723253,0,8954,0
02/12/2021,MO,,951,,18
08/19/2021,VI,,19,,3
06/05/2021,SC,492768,291,,14
01/09/2021,CT,193991,0,5127,0
03/16/2020,MI,2989,744,2,2
02/20/2021,ID,137430,197,1607,-1
03/24/2020,VT,,18,,2
04/21/2021,MD,,1205,8987,21
11/08/2020,VI,,0,,0
07/04/2022,VA,1341773,1587,17223,2
06/25/2020,NH,,40,,10
06/29/2021,OR,208446,224,2770,7
04/15/2020,NE,,66,,1
10/05/2022,DC,,18,,0
07/24/2022,LA,,0,14886,0
10/01/2021,ME,65932,419,951,2
07/05/2021,MD,,38,9576,1
08/31/2022,IL,3687549,4674,34712,18
06/08/2022,WY,125971,0,1824,0
10/06/2022,RI,,1709,,5
08/13/2022,RI,,0,,0
03/22/2022,NE,335753,-13,3310,1
10/18/2020,LA,,1143,5550,23
05/18/2022,MT,213890,0,3381,0
12/20/2021,ME,104281,790,1345,23
07/25/2020,NC,110875,2032,1941,22
11/16/2021,MT,154999,1031,2513,23
08/03/2022,NH,,0,,0
01/28/2021,ID,131682,508,1508,7
10/14/2022,NV,784154,0,,0
10/02/2022,CA,10412352,0,,0
02/14/2022,MN,,4330,11830,33
07/04/2021,LA,,503,9731,1
03/13/2020,KY,11,3,0,0
07/23/2020,CA,425616,12040,7949,156
12/18/2021,WI,936840,0,9600,0
02/12/2021,LA,,1170,8646,37
05/19/2021,WI,607138,514,6976,6
11/28/2021,CT,379925,0,7263,0
04/15/2021,VI,,23,,0
02/11/2020,SC,,0,,0
03/31/2020,VT,,37,,3
04/25/2022,CT,675208,2026,8872,0
03/04/2020,VA,0,0,0,0
09/23/2022,FSM,10057,0,31,0
09/18/2020,CT,53218,141,3597,4
12/15/2021,RI,,1212,,5
09/25/2020,MN,,1470,2004,10
06/26/2020,NV,15240,387,,3
03/21/2021,MI,667938,3369,15988,26
06/14/2021,MN,,116,7100,5
06/14/2020,MI,98554,301,5852,9
12/17/2020,VT,,141,,1
08/16/2022,IL,3633077,3801,34556,9
05/29/2021,NJ,887306,255,23531,16
10/06/2020,MT,15723,425,192,1
07/04/2022,ME,194893,31,2151,5
06/11/2020,NV,10399,253,,28
08/27/2022,NE,368901,0,3522,0
01/24/2022,LA,,16363,13307,50
12/13/2021,VA,734937,6625,12547,62
07/01/2020,LA,,2083,3130,17
10/10/2020,WY,6338,120,54,0
08/06/2022,NH,,0,,0
07/10/2022,NC,2426895,3683,22456,12
01/03/2021,FSM,0,0,0,0
02/28/2021,WI,563960,481,6412,0
07/30/2020,OR,17872,410,310,5
02/05/2022,IL,2957563,0,31296,0
04/10/2020,ID,,43,,1
05/21/2022,MD,,0,14288,0
07/21/2022,VI,,41,,0
07/11/2021,LA,,797,9756,2
05/11/2021,MD,,399,9262,7
03/07/2021,IL,1198335,1068,20763,12
11/12/2020,MO,,5745,,41
09/28/2020,IL,289639,1709,8614,13
07/14/2022,MN,,9521,12872,44
02/02/2022,VA,1111477,6659,13618,160
03/16/2022,NH,,142,,4
09/22/2021,MD,,1145,10145,18
10/22/2020,VI,,6,,0
03/13/2021,ME,36586,175,701,0
07/24/2020,RI,,76,,1
09/26/2020,MO,,917,,23
07/14/2022,MI,2287765,0,34048,0
02/12/2020,MD,,0,0,0
07/05/2022,WY,130292,1163,1834,0
10/06/2022,CT,802509,615,9277,0
10/20/2020,OR,38416,342,618,5
04/07/2020,MT,,12,,0
10/10/2020,NC,222007,2174,4025,30
12/16/2021,FSM,9,0,0,0
11/28/2020,NE,,1261,,5
03/15/2020,VI,,1,,0
03/08/2022,ID,341012,824,3913,0
10/23/2021,CA,4606599,0,70884,0
08/17/2021,VA,557789,2244,9819,7
04/17/2022,WI,1401454,0,12861,0
11/10/2021,MD,,844,10804,3
03/03/2021,MO,,625,,16
10/27/2021,AZ,1055255,6299,18682,81
08/28/2020,NJ,,403,14150,9
08/14/2021,MN,,486,7305,1
11/12/2021,FSM,5,0,0,0
10/15/2021,SC,715247,1416,,116
06/21/2020,RI,,39,,2
07/06/2021,DC,,12,,1
02/07/2022,MD,,796,13486,21
06/27/2022,MD,,3649,14511,13
08/21/2021,MD,,1131,9736,8
08/02/2020,DC,,69,,1
01/24/2022,AZ,1575086,14750,22105,1
03/18/2020,FSM,0,0,0,0
07/21/2021,NC,872553,1734,12117,6
04/20/2021,CT,305465,738,6597,6
06/02/2022,NJ,2061154,4735,30673,15
04/08/2020,NE,,45,,4
03/25/2020,IL,,330,,3
07/08/2021,VT,,5,,0
07/29/2020,VI,,13,,0
02/23/2020,KY,,0,,0
06/14/2022,MI,2229169,0,33566,0
06/05/2021,NC,852981,517,11918,6
03/24/2021,KY,322301,668,6510,6
03/17/2021,DC,,81,,2
10/15/2020,VA,153117,1331,3149,7
01/04/2021,VT,,78,,3
07/14/2021,CA,3740092,3093,63508,30
06/23/2020,OR,7018,191,190,0
03/30/2021,KY,324187,616,6559,12
01/28/2022,KY,827073,15066,12223,58
04/15/2021,WY,48394,76,703,0
05/05/2020,CA,56212,1275,2221,43
02/08/2022,MI,2022984,5738,30562,169
09/22/2021,NE,261763,683,2403,21
11/13/2020,NC,291690,3779,5045,37
03/16/2022,NE,335691,78,3305,2
02/13/2021,NH,,433,,4
07/12/2020,NV,27683,1032,,-4
09/07/2021,RI,,169,,3
02/03/2021,MD,,942,7469,19
04/04/2021,NH,,398,,2
09/11/2021,AZ,960616,3355,17093,36
05/11/2022,VA,1238231,2763,16939,6
08/27/2020,VI,,23,,0
04/21/2021,VA,505419,1261,8931,15
12/29/2021,VT,,869,,0
03/03/2021,FSM,0,0,0,0
04/29/2022,NV,663610,428,,-1
03/06/2022,LA,,0,14339,0
05/15/2020,SC,8334,200,,8
12/08/2020,RI,,1253,,22
07/09/2022,LA,,0,14830,0
08/13/2021,IL,1457687,3479,23594,17
05/12/2020,VI,,0,,1
05/06/2022,MD,,1845,14230,9
06/12/2020,RI,,79,,10
12/11/2021,AZ,1184387,3774,20226,74
09/11/2021,NJ,971122,2494,24305,15
03/10/2020,WY,,0,,0
08/01/2021,MD,,547,9634,5
01/24/2021,DC,,224,,2
05/03/2020,SC,6549,199,,17
02/25/2022,DE,232766,135,2584,4
09/22/2020,NV,76298,261,,18
08/21/2022,MO,,0,,0
06/30/2022,FSM,38,0,0,0
07/11/2020,AZ,119265,3039,2030,69
03/20/2022,DE,234365,69,2617,2
03/20/2021,DC,,141,,2
03/11/2020,ME,0,0,0,0
06/23/2022,ME,193659,282,2142,1
02/17/2020,NC,,0,,0
07/01/2021,AZ,826731,472,15976,3
02/04/2021,SC,410949,2694,,91
01/24/2022,ID,283829,3002,3564,9
06/28/2020,AZ,73516,3858,1488,9
03/26/2022,IL,3061224,0,33307,0
10/17/2020,DE,21807,236,612,1
10/30/2021,LA,,0,12720,0
03/20/2020,FSM,0,0,0,0
11/08/2021,DE,132510,230,1993,1
11/09/2020,MO,,8364,,51
03/09/2022,CT,653592,330,8698,18
05/22/2022,VA,1257237,0,16979,0
09/23/2021,VA,635157,3767,10523,54
09/27/2021,DC,,189,,2
08/16/2021,MT,107120,155,1736,2
01/03/2021,AZ,528720,17237,8168,0
07/25/2021,FSM,0,0,0,0
08/02/2021,KY,359859,1197,7188,9
11/17/2020,MO,,5853,,62
11/21/2020,LA,,0,5985,0
01/29/2020,NV,,0,,0
12/29/2020,OR,109507,682,1434,16
02/12/2022,LA,,0,13917,0
09/01/2021,ME,56465,462,875,3
10/04/2022,RI,,0,,0
07/30/2022,FSM,4952,631,6,2
10/03/2020,DE,19947,172,592,4
02/09/2021,MT,96288,374,1315,1
07/10/2021,NC,863943,741,12072,6
12/21/2021,MO,,2776,,118
04/16/2021,KY,330151,649,6665,5
08/28/2022,CT,781911,157,9147,0
03/15/2021,NJ,744499,2660,21451,22
12/17/2021,RI,,1163,,7
10/16/2020,MO,,1914,,27
08/05/2021,VI,,77,,1
12/28/2021,VT,,406,,3
12/29/2020,NE,,1658,,16
01/29/2020,CA,0,0,,0
10/14/2021,CT,359496,908,7122,2
08/31/2021,LA,,2476,11187,44
08/23/2021,WI,647489,1105,7521,3
04/23/2022,VT,,0,,0
03/31/2021,ID,145072,460,1710,5
02/15/2022,VT,,0,,0
05/08/2020,DC,,245,,19
09/17/2022,WY,137484,0,1888,0
06/27/2020,NC,60851,1747,1407,15
08/21/2021,VI,,11,,0
07/16/2020,FSM,0,0,0,0
11/05/2020,NJ,,2575,14603,12
06/15/2021,RI,,24,,1
08/11/2021,DC,,127,,0
08/24/2020,OR,25155,218,420,3
09/15/2020,IL,264210,1466,8332,18
10/12/2022,FSM,21815,142,55,4
05/31/2022,ME,189998,530,2107,0
01/11/2022,MD,,10316,12172,49
11/16/2021,NE,225825,1067,2593,15
08/30/2022,FSM,7326,0,26,0
11/08/2021,WY,84501,672,1243,0
09/04/2022,WY,136831,0,1881,0
03/25/2022,IL,3061224,1309,33307,18
07/18/2020,AZ,141304,2781,2730,147
05/02/2022,IL,3147663,8981,33620,8
02/14/2022,MT,202259,1222,3072,5
07/16/2021,ID,157525,161,1891,4
10/31/2021,NV,438216,0,,0
03/22/2022,WY,123023,81,1783,14
05/17/2021,MT,100439,38,1598,0
12/22/2021,NH,,1304,,7
05/25/2020,MI,85719,331,5477,39
11/08/2020,VT,,53,,0
06/12/2022,MT,218839,0,3434,0
07/11/2020,NV,26838,718,,18
05/30/2021,AZ,814902,623,15684,0
08/11/2020,VI,,63,,0
03/14/2020,WY,,1,,0
09/20/2022,CA,10354899,0,,0
01/21/2022,RI,,2835,,16
06/19/2020,WY,927,29,20,2
05/10/2020,DC,,170,,12
07/31/2020,ME,3517,21,122,0
03/08/2020,NE,,2,,0
11/30/2020,CT,109491,4714,4025,59
03/28/2022,NJ,1895822,643,30224,6
02/08/2021,MI,605450,1749,15174,29
12/12/2020,MT,72644,774,816,11
01/08/2021,ID,121954,1085,1344,6
12/15/2020,AZ,408448,4137,6835,64
12/07/2020,LA,,1013,6331,23
08/19/2022,LA,,2008,15062,12
12/20/2020,DE,48756,492,891,14
09/28/2022,DE,279771,215,2785,0
03/21/2020,NE,,6,,0
07/26/2020,VA,81393,958,1975,3
09/19/2022,LA,,1312,15183,4
06/15/2022,DC,,225,,0
04/09/2021,OR,169338,543,2440,1
02/17/2022,WI,1373278,1801,11701,52
07/19/2022,WY,132533,1292,1850,5
12/05/2020,CT,119584,0,4143,0
01/02/2022,MD,,11291,11719,46
08/21/2020,AZ,195404,620,4433,4
02/28/2020,NE,,0,,0
05/20/2021,NC,845399,1068,11793,18
12/11/2021,MO,,2609,,6
05/22/2021,ME,49263,123,792,1
08/22/2022,DE,273369,710,2729,0
10/29/2020,ME,5853,106,145,0
11/18/2021,CT,373939,747,7238,0
07/04/2022,MO,,0,,0
08/12/2020,DC,,63,,0
04/21/2020,MT,439,2,13,1
06/06/2020,MI,94187,421,5743,15
04/23/2020,IL,36934,1826,1688,123
04/09/2021,MN,,2646,6549,10
09/16/2022,IL,3733902,2492,34885,12
09/15/2021,VI,,53,,1
02/15/2020,VI,,0,,0
01/30/2021,WY,44122,14,596,0
09/20/2022,MN,,0,13199,0
12/06/2020,NE,,1264,,0
01/06/2022,VI,,673,,0
07/02/2021,VI,,7,,0
05/31/2020,FSM,0,0,0,0
06/22/2021,AZ,822855,422,15906,15
06/28/2021,RI,,6,,0
07/28/2022,RI,,318,,0
04/17/2020,CA,27528,1346,950,80
04/21/2022,LA,,175,14664,7
08/23/2022,MI,2385018,19414,34649,135
11/03/2020,MO,,4419,,35
07/27/2020,MN,,478,1580,4
11/29/2020,NE,,1206,,0
06/09/2020,MT,554,6,18,0
09/14/2020,NJ,,388,14245,3
07/19/2020,DE,12926,84,526,2
09/28/2020,MI,217770,1244,6769,9
02/03/2021,SC,409162,2765,,80
06/09/2022,ID,355580,0,4028,0
02/20/2020,LA,,0,,0
10/11/2021,SC,711781,1280,,8
12/24/2021,MT,161387,0,2895,0
12/16/2021,AZ,1196023,2911,20441,20
08/21/2021,AZ,904478,3195,16574,36
03/11/2020,LA,,7,,0
11/22/2020,CT,94426,0,3878,0
07/16/2022,WY,131577,0,1845,0
05/04/2020,CA,54937,1321,2178,40
01/23/2022,SC,1042236,19464,,14
08/11/2021,OR,234393,1957,2920,8
10/16/2022,MD,,0,15206,0
05/01/2022,VI,,0,,0
06/07/2020,WY,734,8,17,0
05/25/2021,ID,153299,149,1819,1
01/06/2021,FSM,0,0,0,0
06/06/2021,CT,318564,65,6777,0
02/10/2021,FSM,0,0,0,0
09/18/2022,VA,1469184,1189,18029,1
02/06/2020,DE,8,0,0,0
02/14/2022,MD,,425,13666,8
04/12/2022,CA,8513771,0,,0
02/16/2021,MO,,785,,14
06/26/2021,KY,345309,152,7011,6
07/25/2021,RI,,78,,0
02/27/2022,DE,232967,107,2587,2
04/13/2021,KY,328774,736,6648,7
04/28/2021,VA,510867,1120,9019,11
03/03/2021,VT,,201,,0
04/08/2020,RI,,281,,5
07/27/2022,MT,225931,0,3467,0
02/21/2020,KY,,0,,0
03/04/2021,NC,754053,2329,10972,21
01/11/2021,MD,,3012,6514,36
07/20/2021,DE,101712,36,1699,0
03/03/2022,IL,3035870,1169,32886,44
09/26/2022,WI,1639621,2239,13482,13
12/26/2021,VT,,223,,2
08/06/2021,MI,912513,702,19956,2
04/11/2022,NJ,1912503,1119,30294,10
10/10/2020,NE,,763,,5
09/11/2022,VA,1461959,1361,17963,0
07/11/2020,VA,66963,851,1857,4
05/02/2021,NJ,875277,1198,22975,12
04/28/2021,DC,,62,,4
12/26/2021,ME,107742,184,1356,3
04/25/2022,NJ,1936765,1315,30361,19
10/05/2022,VT,,184,,9
01/06/2021,NV,237393,1938,,60
02/07/2022,RI,,365,,5
08/16/2022,ME,201649,293,2209,1
01/22/2022,RI,,2479,,11
03/09/2020,SC,6,1,,0
08/24/2020,NC,156712,1214,2781,28
06/20/2020,NJ,,355,12857,22
03/08/2020,AZ,,0,,0
06/30/2020,DE,10695,82,501,1
09/20/2022,MT,234713,0,3512,0
02/21/2022,VA,1161329,5893,15046,129
07/12/2022,RI,,265,,0
07/13/2020,MO,,1326,,9
12/01/2021,DC,,135,,0
08/01/2022,NJ,2216054,1536,31174,4
08/28/2021,VT,,181,,0
03/21/2021,AZ,778467,488,14817,12
01/24/2021,CA,3109151,24111,36208,664
03/18/2021,MD,,1113,8449,15
08/19/2021,NJ,931686,2022,24010,10
05/24/2020,DE,8045,135,381,6
05/18/2022,AZ,1800345,7204,26303,29
09/15/2020,CT,52767,136,3590,0
12/01/2021,KY,560745,3283,10607,20
07/16/2020,CA,356178,8544,7283,119
09/28/2021,ID,201546,1355,2394,40
11/17/2021,WI,837418,4282,8812,36
08/20/2021,NJ,934069,2940,24018,8
07/23/2022,CA,9804803,0,,0
09/17/2022,RI,,0,,0
04/11/2021,IL,1279772,2942,21505,16
03/03/2020,NJ,,0,,0
01/10/2021,MI,565092,1784,13801,89
05/03/2020,VT,,11,,0
02/03/2022,WY,117405,744,1650,0
04/01/2022,WI,1393475,508,12800,15
05/18/2022,MI,2175649,29267,33307,78
10/05/2021,NC,1197826,2843,15378,65
05/19/2020,ME,1630,77,72,0
02/04/2021,RI,,520,,11
03/03/2022,OR,696003,680,6686,34
08/10/2020,NH,,9,,0
04/08/2022,AZ,1781316,0,25781,0
05/04/2021,LA,,997,9476,12
12/20/2021,NV,470600,2115,,33
11/01/2021,NE,218151,1607,2505,9
04/22/2021,AZ,794266,647,15296,22
01/13/2021,NC,587577,7630,8363,106
04/24/2020,MT,444,0,14,0
10/13/2021,NJ,1021272,1746,24850,29
12/26/2021,MT,161387,0,2895,0
07/15/2022,ME,196899,170,2179,0
05/01/2021,NJ,874256,1589,22963,34
08/13/2022,WI,1587799,0,13268,0
05/29/2021,MN,,338,7008,10
05/12/2020,OR,3283,72,130,0
01/18/2022,VT,,7742,,9
09/24/2022,WI,1637614,0,13471,0
08/26/2022,NC,2580978,3678,23007,9
07/23/2020,NJ,,286,13810,23
03/07/2021,LA,,740,9033,32
02/27/2020,ME,0,0,0,0
10/02/2021,NH,,430,,1
06/09/2022,VA,1298056,6257,17058,4
09/14/2020,MO,,2218,,20
07/19/2022,LA,,2872,14867,9
02/19/2020,MO,,0,,0
08/25/2022,DC,,107,,0
07/09/2021,MN,,139,7200,5
06/28/2022,MI,2263417,14353,33869,174
12/03/2020,KY,161073,3857,2998,51
09/15/2020,AZ,207318,485,5071,22
08/08/2021,NH,,151,,0
04/20/2021,NE,,491,,7
02/17/2021,MN,,758,6124,10
01/03/2022,OR,430931,9668,5666,11
05/18/2021,DE,99505,90,1656,1
03/14/2020,VA,29,0,0,0
08/15/2020,MO,,671,,18
11/26/2021,KY,555308,817,10533,18
10/30/2020,NC,259967,2739,4594,41
07/24/2021,ID,158743,181,1901,1
09/12/2022,SC,1311366,809,,0
12/30/2020,IL,955380,7374,16357,215
07/31/2021,DC,,104,,0
11/03/2021,MD,,696,10727,10
05/03/2021,FSM,0,0,0,0
11/20/2021,NJ,1068522,2199,25431,7
05/04/2021,SC,485080,428,,2
10/17/2020,NV,89652,969,,-1
05/06/2021,OR,189162,745,2514,5
03/17/2020,DE,19,1,0,0
07/20/2022,NJ,2181291,3961,31096,15
01/10/2022,VT,,987,,2
09/26/2021,NC,1170483,4208,14889,69
02/29/2020,IL,,0,,0
05/17/2021,VI,,9,,0
07/07/2022,LA,,4233,14827,2
05/14/2022,RI,,840,,1
12/14/2021,NJ,1135003,4397,25778,24
04/12/2022,KY,911842,363,13837,2
07/03/2021,NE,,28,,0
05/20/2021,WY,50266,214,713,0
09/18/2022,NV,780286,0,,0
10/15/2021,WI,764339,2740,8239,11
07/10/2021,NJ,895067,311,23792,5
11/14/2021,VT,,271,,2
07/20/2022,WY,132533,0,1850,0
05/18/2021,ME,48840,197,779,2
02/18/2020,CA,13,5,0,0
08/07/2022,ID,373285,0,4108,0
04/14/2022,DE,236434,212,2640,0
10/20/2020,WI,178482,4686,1633,35
04/23/2022,NC,2219376,1709,21859,4
07/27/2022,IL,3550589,2585,34335,17
07/28/2022,DE,266948,319,2716,0
01/19/2022,CT,594826,4745,7887,106
03/29/2020,FSM,0,0,0,0
07/29/2022,NE,361171,0,3490,0
09/01/2022,WY,136831,0,1881,0
05/12/2021,DC,,54,,2
07/12/2022,CA,9619398,79204,,125
05/08/2021,ID,151318,113,1797,0
08/10/2020,SC,101609,1087,,25
01/02/2021,CT,178949,4412,4937,104
09/15/2020,NH,,34,,2
02/02/2022,DC,,0,,0
07/25/2020,MI,143791,868,6171,5
02/29/2020,VI,,0,,0
02/21/2020,CT,,0,,0
08/08/2022,CA,10024326,0,,0
02/14/2021,IL,1162154,1631,19961,34
06/17/2020,VA,53318,444,1478,13
09/04/2022,NE,370602,0,3523,0
01/18/2022,LA,,29125,13170,58
07/12/2021,DC,,25,,1
05/21/2020,WI,13885,454,487,6
03/11/2020,RI,,0,,0
04/28/2021,SC,482506,693,,36
11/25/2021,MN,,0,8731,0
06/17/2020,WY,884,25,18,0
08/31/2020,VA,115334,847,2447,11
03/09/2022,VA,1177551,1029,15876,32
12/10/2020,SC,226541,2465,,15
08/18/2020,NH,,13,,1
06/19/2022,ID,357826,0,4035,0
08/16/2021,NJ,927536,1304,23975,1
11/27/2020,OR,69112,826,870,3
07/21/2022,WI,1550771,2359,13193,9
03/21/2021,CT,275540,0,6443,0
05/05/2020,NV,5594,103,,10
04/30/2021,OR,184812,982,2495,4
07/07/2020,MI,121359,1662,6060,10
07/30/2020,NV,46824,1149,,21
03/16/2020,WI,,26,,0
11/18/2020,NE,,2824,,10
04/10/2020,MD,,783,217,29
07/01/2022,VT,,78,,0
06/29/2021,MT,101434,113,1665,3
03/24/2021,IL,1227708,2793,21136,17
01/09/2021,MO,,1743,,45
07/06/2022,NE,352971,2816,3472,2
08/05/2020,VI,,20,,1
12/19/2020,CA,1807982,43608,22346,266
05/24/2022,DE,248758,323,2665,0
11/06/2020,RI,,712,,2
04/01/2020,MI,21031,1690,637,129
06/27/2020,ID,4790,171,71,1
05/01/2021,SC,483936,706,,8
11/02/2020,DC,,69,,1
04/21/2020,NH,,44,,0
07/17/2021,DE,101600,62,1698,0
05/14/2020,NH,,83,,1
02/01/2020,NE,,0,,0
10/08/2021,CA,4536273,6710,69507,156
05/21/2020,NJ,,1091,10843,96
12/12/2021,NE,240252,0,2730,0
